,adm2_code,iso_a2,name,code_local,region,latitude_deg,longitude_deg,dst_offset_minutes,max_carbon_monoxide_ppm_x10,min_carbon_monoxide_ppm_x10,avg_carbon_monoxide_ppm_x10,max_sulfur_dioxide_ppb,min_sulfur_dioxide_ppb,avg_sulfur_dioxide_ppb,max_nitrogen_dioxide_ppb,min_nitrogen_dioxide_ppb,avg_nitrogen_dioxide_ppb,max_ozone_ppm_x1000,min_ozone_ppm_x1000,avg_ozone_ppm_x1000,max_particulate_matter_2p5_ugpm3_x10,min_particulate_matter_2p5_ugpm3_x10,avg_particulate_matter_2p5_ugpm3_x10,max_particulate_matter_10_ugpm3,min_particulate_matter_10_ugpm3,avg_particulate_matter_10_ugpm3,max_particulate_matter_1_ugpm3,min_particulate_matter_1_ugpm3,avg_particulate_matter_1_ugpm3,date,fips
88020,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,0,3.89,1,1.46,3.92,0,1.38,29.77,1,6.26,75.52,0,39.99,464.28,0,97.91,65.47,0,13.98,39.38,0,8.06,12/1/2022,13275
88021,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,0,9.65,1,1.62,4.87,0,1.53,34.44,0.93,6,79.03,0,47.1,1022.41,0,110.81,141.51,0,15.74,89.24,0,9.23,1/1/2023,13275
88022,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,0,4.78,1,1.41,3.06,0,1.24,38.15,0.06,4.82,96.94,1.39,57.37,718.57,0,102.96,99.85,0,14.82,62.54,0,8.32,2/1/2023,13275
88023,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,0,11.26,1,1.89,6.65,0,1.41,32.7,0,5.23,113.64,3.35,65.07,1984.42,0,178.76,273.83,0,25.38,173.51,0,14.77,3/1/2023,13275
88024,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,17.42,1,1.6,6.58,0,1.07,83.79,0,4.75,116.19,0.78,66.26,2261.82,0,143.62,311.26,0,20.49,197.78,0,11.65,4/1/2023,13275
88025,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,4.77,1,1.83,3.87,0,1.06,37.57,0,4.81,112.85,0.83,68.79,621.56,1.52,140.45,86.41,0.15,19.97,54.09,0.1,11.55,5/1/2023,13275
88026,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,3.05,1,1.59,2.04,0,0.78,44.51,0,4.32,121.55,14.38,64.23,340.48,13.81,143.41,46.9,2.1,19.99,28.68,1.08,10.69,6/1/2023,13275
88027,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,5.06,1,1.89,2.87,0,0.83,29.49,0,5.79,121.14,9.74,58.92,533.64,22.16,194.95,72.97,2.66,25.81,44.64,1.34,14.1,7/1/2023,13275
88028,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,3.08,1,1.74,1.98,0,0.78,26.4,0,5.09,119.16,7.53,60.27,495.43,35.93,158.86,60.8,5,21.46,32.31,2.94,11.44,8/1/2023,13275
88029,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,4.96,1,1.75,2.99,0,0.98,35.02,0,5.21,113.87,3.62,59.93,373.16,0,95.77,52.13,0,13.69,32.39,0,7.9,9/1/2023,13275
88030,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,3.99,1,1.71,3.99,0,1.38,43.59,0,5.45,98.84,0.76,58.14,279.49,0,76,38.88,0,10.91,23.95,0,6.21,10/1/2023,13275
88031,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,-60,4.99,1,1.64,3.95,0,1.69,47.41,1,6.13,102.7,1.09,51.77,588.09,0,85.45,81.98,0,12.24,51.22,0,7.04,11/1/2023,13275
88032,USA-13275,US,Thomas,13275,GA,30.859534,-83.908295,0,3.93,1,1.5,3.87,0,1.48,27.28,1,4.91,75.92,1.12,49.11,309.5,0,73.99,43.38,0,10.71,26.06,0,5.99,12/1/2023,13275
88033,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,5.68,1,1.96,4.93,0,2.18,35.85,1,6.16,69.88,0,38.25,536.58,0,92.2,75.54,0,13.15,46.56,0,7.72,1/1/2010,13277
88034,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.07,1,2.18,5.93,0,1.99,28.93,1,5.46,90.93,0,44.12,607.85,0,106.28,84.29,0,15.1,52.86,0,9,2/1/2010,13277
88035,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.87,1,2.57,4.87,0,1.71,60.84,0.29,6.68,107.35,0,54.37,1103.93,0.07,187.7,156.26,0,26.41,92.74,0,16.03,3/1/2010,13277
88036,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,7.62,1,2.36,3,0,1.26,33.88,0,5.7,117.64,0.64,71.01,756.57,5.41,175.71,104.96,0.85,24.78,65.5,0.23,14.87,4/1/2010,13277
88037,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.12,1,1.7,3.23,0,1.01,27.18,0,5.27,111.38,2.27,61.68,506.94,0,164.01,71.21,0,22.79,43.66,0,12.5,5/1/2010,13277
88038,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.87,1,1.58,2.87,0,0.81,41.33,0,5.53,118.3,9.04,59.36,408.21,2.22,186.26,54.85,0.32,25,29.34,0.2,13.51,6/1/2010,13277
88039,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.7,1,1.31,2.06,0,0.75,26.42,0,5.19,115.05,6.48,58.01,640.96,0,247.44,81.84,0,31.62,43.97,0,14.6,7/1/2010,13277
88040,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.87,1,1.4,1.29,0,0.48,21.58,0,4.1,107.24,11.18,57.3,418.71,51.09,177.36,56.34,6.41,23.24,33.54,2.61,12.13,8/1/2010,13277
88041,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.58,1,1.54,3.87,0,1.01,41.3,0,4.7,113.42,4.24,60.65,393.74,18.12,127.95,55.56,2.53,18.03,33.54,1.58,10.34,9/1/2010,13277
88042,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.78,1,1.76,5.23,0,1.79,38.28,0,6.12,114.93,2.57,56.67,459.15,0,99.15,62.91,0,13.96,39.91,0,8.46,10/1/2010,13277
88043,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,9.25,1,1.99,4.93,0,1.92,42.48,0,7.38,100.9,0.67,44.83,1214.51,0,131.64,166.62,0,18.53,106.48,0,11.1,11/1/2010,13277
88044,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.82,1,1.79,5,0.93,2.05,41.84,1,6.42,75.51,0.13,36.82,726.37,0,80.54,100.88,0,11.38,63.31,0,6.82,12/1/2010,13277
88045,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,11.26,1,2.19,4.8,0,1.87,34.89,0.36,6.47,71.63,0,35.51,1015.95,0,105.11,139.25,0,14.81,89.15,0,8.98,1/1/2011,13277
88046,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,7.3,1,2.1,4.93,0,1.61,42.69,0.13,5.75,94.5,6.11,48.41,914.6,0,138.4,126.36,0,19.62,79.41,0,11.65,2/1/2011,13277
88047,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,7.18,1,2.28,3.53,0,1.2,31.23,0.06,4.81,111.77,2.8,61.77,859.92,12.49,183.18,118.88,1.37,26.11,74.98,0.9,15.02,3/1/2011,13277
88048,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.61,1,1.98,3.23,0,1.21,34.29,0,5.26,116.46,0.34,63.98,556.1,0,147.39,77.15,0,20.81,48.56,0,12.15,4/1/2011,13277
88049,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,15.51,1,2.15,8.27,0,1.14,65,0,5.45,128.35,5.67,65.64,1265.82,4.63,156.88,175.23,0.69,22.03,109.28,0.46,13.08,5/1/2011,13277
88050,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,17.56,1,1.96,6.29,0,0.99,46.91,0,5.42,173.74,2.81,60.23,2172.7,0,248.01,297.55,0,33.81,189.75,0,19.45,6/1/2011,13277
88051,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.65,1,1.83,3.42,0,0.77,45.72,0,6.01,135.29,3.03,59.51,1708.46,48.93,300.59,235.97,6.34,40.18,143.7,2.86,22.32,7/1/2011,13277
88052,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.12,1,1.69,3.23,0,0.86,45.22,0.13,4.94,120.15,16.44,70.45,575.13,33.53,202.57,79.02,4.4,26.98,48.18,2.73,14.86,8/1/2011,13277
88053,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.07,1,1.56,3.16,0,1.06,31.87,0.87,5.81,107.78,0,55.08,736.89,14.52,151.84,103.5,1.76,21.25,63.21,1.23,12.32,9/1/2011,13277
88054,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,7.7,1,1.54,4.87,0,1.44,44.88,0,6.4,97.11,3.78,50.91,993.66,0,97.09,136.57,0,13.91,86.75,0,7.84,10/1/2011,13277
88055,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.52,1,1.5,4.09,0,1.54,20.39,1,4.87,78.28,1.98,48.38,455.7,0,74.14,63.02,0,10.66,39.39,0,5.98,11/1/2011,13277
88056,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.84,1,1.74,4.87,0.13,1.7,34.84,1,6.35,69.24,3.16,38.87,397.9,0,83.49,54.57,0,11.85,34.71,0,6.97,12/1/2011,13277
88057,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.03,1,1.83,5.1,0,1.56,39.43,1,5.88,87.42,3.16,44.09,714.44,0,105.78,98.12,0,14.94,62.68,0,8.92,1/1/2012,13277
88058,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,11.18,1,2.05,5.06,0,1.52,25.64,0.87,5.81,83.44,1.8,45.14,1692.42,0,135.65,231.49,0,19.27,148.13,0,11.31,2/1/2012,13277
88059,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.94,1,2.01,3.35,0,1.18,39.84,0,4.94,101.5,0.23,58.74,657.26,0.23,157.66,91.64,0.06,22.64,57.19,0,12.77,3/1/2012,13277
88060,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,23.31,1,2.05,10.41,0,1.25,53.75,0,4.64,127.84,9.32,67.51,1807.83,0,123.19,239.03,0,17.23,161.25,0,10.28,4/1/2012,13277
88061,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,7.42,1,1.72,3.87,0,0.91,35.07,0,4.47,122.05,22.79,67.75,886.88,0.52,140.43,121.57,0.07,19.74,77.57,0,11.38,5/1/2012,13277
88062,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.06,1,1.46,3.87,0,0.79,21.5,0,4.02,123.07,10.48,64.44,389.24,8.06,156.2,53.36,1.1,20.8,32.65,0.43,10.74,6/1/2012,13277
88063,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.13,1,1.27,1.36,0,0.63,19.08,0,4.15,123.83,16.6,57.35,606.88,0,210.04,74.73,0,26.53,36.51,0,12.23,7/1/2012,13277
88064,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.23,1,1.32,1.36,0,0.53,27.6,0.77,4.83,113.06,8.42,50.59,481.71,20.69,194.1,57.11,2.76,24.36,28.18,1.25,11.59,8/1/2012,13277
88065,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.3,1,1.47,4.16,0,0.92,21.3,0,4.92,102.83,5.47,54.45,451.66,0.07,122,62.4,0,16.74,39.23,0,9.13,9/1/2012,13277
88066,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.64,1,1.64,4.94,0,1.39,29.3,0.06,5.62,99.74,1.33,52.86,575.62,0,106.02,79.62,0,14.99,50.16,0,8.74,10/1/2012,13277
88067,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,8.44,1,2.05,5.8,0.13,1.94,46.83,1,7.38,94.56,0.23,41.37,846.61,0,148.35,116.18,0,20.78,73.99,0,12.62,11/1/2012,13277
88068,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.48,1,1.69,4.16,0,1.47,28.15,0.93,6.08,71.74,0.06,37.07,548.52,0,79.82,75.81,0,11.39,47.82,0,6.62,12/1/2012,13277
88069,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,5.35,1,1.91,5.87,0,1.73,68.68,0,6.29,81.22,3.38,42.9,552.92,0,126.13,75.81,0,17.89,48.5,0,10.53,1/1/2013,13277
88070,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.2,1,1.99,4.23,0,1.51,24.29,1,5.14,85.19,5.86,50.48,430.01,0,91.63,60.32,0,13.01,36.99,0,7.61,2/1/2013,13277
88071,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.61,1,2.18,4.53,0,1.57,28.77,0,4.44,103.18,6.49,64,647.46,0,130.54,90.08,0,18.47,56.5,0,11,3/1/2013,13277
88072,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.28,1,1.81,3.45,0,1.11,21.24,0,4.29,102.53,4.5,62.49,423.43,0.52,146.31,58.63,0.07,20.96,36.79,0,11.78,4/1/2013,13277
88073,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.16,1,1.57,3.87,0,0.95,17.48,0,3.66,111.18,10.55,67.44,448.03,1.68,118.79,62.81,0.24,17.2,38.35,0,9.33,5/1/2013,13277
88074,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.15,1,1.22,2.52,0,0.66,23.79,0,3.68,106.43,15.18,54.74,653.17,43.04,247.13,88.78,6.56,31.74,56.22,3,14.1,6/1/2013,13277
88075,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.07,1,1.18,1.42,0,0.5,18.45,0,4.56,112.08,9.15,48.33,722.33,39.69,230.15,84.13,5.28,28.79,36.38,2.13,13.06,7/1/2013,13277
88076,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.16,1,1.39,2,0,0.58,19.61,0,4.76,110.94,6.88,51.54,422.95,20.85,170.95,50.92,2.84,22.03,30.11,1.71,11.02,8/1/2013,13277
88077,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,7.2,1,1.51,3.16,0,0.84,23.69,0,4.69,97.72,1.94,54.82,830.79,1.51,122.99,115.13,0.25,17.41,72.51,0.07,10.09,9/1/2013,13277
88078,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.17,1,1.57,4.8,0,1.35,55.67,0,6.67,92.73,2.1,45.72,575.74,0,103.55,80.01,0,14.64,50.07,0,8.76,10/1/2013,13277
88079,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.64,1,1.44,4.8,0,1.62,20.84,1,4.76,76.09,2.64,43.78,373.44,0,66.82,51.77,0,9.72,32.41,0,5.28,11/1/2013,13277
88080,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.75,1,1.56,4.87,0,1.66,31.58,1,5.66,67.06,0.6,35.18,326.21,0,88.11,45.01,0,12.66,28.77,0,7.16,12/1/2013,13277
88081,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.29,1,1.67,4.87,0,1.76,20.49,1,5.01,67.09,2,37.98,312.72,0,85.62,43.6,0,12.16,27.22,0,7.19,1/1/2014,13277
88082,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,7.61,1,2.19,4.1,0,1.6,35.35,1,6.6,93.99,1.73,40.98,767.27,0,141.4,106.63,0,19.94,66.54,0,12.03,2/1/2014,13277
88083,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.25,1,2.3,3.87,0,1.36,35.56,0.64,6.26,98.61,1.44,53.28,711.88,1.27,166.07,98.44,0.17,23.51,62.23,0.12,14.03,3/1/2014,13277
88084,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,7.48,1,1.96,3.37,0,1.08,35.98,0,5.44,109.18,0.84,60.76,864.41,0,157.23,118.82,0,22.27,75.6,0,12.78,4/1/2014,13277
88085,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.38,1,1.68,3.1,0,1.09,16.57,0.06,4.54,112.58,18.91,67.17,450.27,1.51,136.74,63.96,0.21,19.31,37.69,0.14,11.18,5/1/2014,13277
88086,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.29,1,1.32,2,0,0.68,21.4,0,4.33,108.38,5.85,59.95,412.41,0,165.45,48.57,0,22.03,24.59,0,11.51,6/1/2014,13277
88087,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.29,1,1.5,2.87,0,0.76,26.09,0,4.84,115.58,0.06,59.93,644.35,1.04,213.32,77.51,0.17,27.15,37.63,0.12,13.68,7/1/2014,13277
88088,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.87,1,1.69,1.77,0,0.69,24.39,0,5.25,113.97,11.23,58.44,484.76,2.87,188.13,58.03,0.32,24.91,34.36,0.13,13.52,8/1/2014,13277
88089,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.35,1,1.25,3.04,0,0.77,36.23,0,4.88,102.02,4.02,47.25,420.64,1.09,129.16,58.99,0.13,17.28,36.22,0.13,9.26,9/1/2014,13277
88090,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,12.3,1,2.08,4.16,0,1.52,38.98,0,7.41,98.35,0,49.52,1096.34,0,154.18,150.58,0,21.45,96.07,0,13.29,10/1/2014,13277
88091,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.98,1,1.91,5.32,0,1.93,29.21,1,6.45,77.93,1.26,40.24,560.02,0,125.83,77.24,0,17.76,48.77,0,10.6,11/1/2014,13277
88092,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,5.58,1,1.91,5.1,0,1.64,27.56,1,7.17,65,2.31,29.36,608.86,0,120.82,83.86,0,16.99,53.41,0,10.22,12/1/2014,13277
88093,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.29,1,1.86,4.98,0,1.74,21.15,1,5.71,71.09,2.11,34.69,430.23,0,97.47,60.15,0,13.85,37.24,0,8.15,1/1/2015,13277
88094,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.23,1,1.96,4.23,0,1.84,18.91,1,5.2,80.03,2.04,43.59,456.67,0,102.98,63.01,0,14.64,39.74,0,8.66,2/1/2015,13277
88095,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,5.75,1,2.13,4.1,0,1.17,33.22,0,6.1,96.5,1.3,48.92,830.28,0,160.16,114.69,0,22.92,72.9,0,13.2,3/1/2015,13277
88096,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.64,1,1.68,3.16,0,0.78,31.33,0,4.32,104.57,8.19,59.15,472.08,0,121.64,64.93,0,17.18,41.5,0,9.58,4/1/2015,13277
88097,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.7,1,1.51,3.1,0,0.85,24.3,0,4.46,106.21,6.83,62.54,393.74,0,120.7,48,0,16.35,24.27,0,8.64,5/1/2015,13277
88098,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.71,1,1.42,2.13,0,0.71,44.58,0,5.13,115.26,0.76,54.33,596.47,0,201.1,75.78,0,25.62,33.17,0,12.66,6/1/2015,13277
88099,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.93,1,1.65,2.06,0,0.71,34.29,0,5.4,103.77,3.25,58.65,1374.63,21.74,240.69,158.34,2.66,30.55,62.4,1.21,14.85,7/1/2015,13277
88100,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.77,1,1.53,3.16,0,0.61,24.78,0,4.52,118,2.03,57.5,496.5,15.82,147.99,59.35,2.05,19.49,30.45,0.7,10.18,8/1/2015,13277
88101,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.94,1,1.3,3.93,0,0.81,19.16,0,4.25,108.18,5.43,54.7,472.37,0,105.51,64.68,0,14.52,37.13,0,7.9,9/1/2015,13277
88102,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.92,1,1.5,4,0,1.21,29.91,0,5.12,99.84,3.65,51.61,618.76,0,98.36,85.52,0,13.89,53.9,0,8.25,10/1/2015,13277
88103,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3,1,1.34,4.8,0,1.36,51.47,0.94,5.31,75.51,0.07,43.17,244.64,0,67.12,34.44,0,9.78,20.67,0,5.29,11/1/2015,13277
88104,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.63,1,1.53,4.75,0,1.37,74.01,0.87,6.24,77.57,0.78,38.09,583.01,0,85.35,80.75,0,12.36,50.89,0,6.65,12/1/2015,13277
88105,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.58,1,2.02,4.87,0,1.96,20.6,1,5.99,73.19,0.64,35.69,597.27,0,88.85,84.02,0,12.64,52,0,7.49,1/1/2016,13277
88106,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,5.73,1,2.03,4.16,0,1.48,37.54,1,5.02,85.69,5.11,52.59,738.26,0,106.83,101.29,0,15.09,64.66,0,8.96,2/1/2016,13277
88107,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,13.72,1,2.21,4.47,0,1.23,29.84,0.06,5.22,110.1,0.71,57.31,1949.6,0,180.36,267.09,0,25.38,170.53,0,15.23,3/1/2016,13277
88108,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.31,1,1.81,3,0,1.12,28.04,0,4.39,106.99,2.01,66.43,490.87,0,127.98,68.29,0,18.36,42.87,0,10.42,4/1/2016,13277
88109,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.45,1,1.57,3.39,0,1.06,21.6,0,4.28,114.6,8.23,68.28,280.68,0.34,113.42,39.53,0.07,16.04,24.28,0,9.39,5/1/2016,13277
88110,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.87,1,1.61,2.87,0,0.78,15.32,0,4.2,118.52,15.3,60.48,495.13,18.81,163.05,64.6,2.88,22.15,39.39,1.52,11.93,6/1/2016,13277
88111,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.64,1,1.21,1.36,0,0.51,36.11,0,4.48,92.46,2.74,49.4,366.29,0.17,156.16,46.49,0,20.03,28.86,0,9.55,7/1/2016,13277
88112,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.72,1,1.19,1.42,0,0.43,17.87,0,3.76,94.72,8.89,47.74,353.35,11.39,143.14,46.54,1.77,18.68,27.08,0.84,9.27,8/1/2016,13277
88113,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.93,1,1.44,3.87,0,0.87,29.38,0,5.14,100.09,2.93,50.45,447.18,1.09,135.7,61.73,0.13,18.69,38.8,0.13,10.33,9/1/2016,13277
88114,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.62,1,1.45,3.23,0,1.2,65.29,0.06,5.79,99.93,2.05,55.23,567.03,0,91.44,79.71,0,13.02,49.2,0,7.51,10/1/2016,13277
88115,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.35,1,1.65,4.23,0,1.71,52.75,1,6.34,87.06,0,44.44,572.97,0,99.83,78.84,0,14.31,50.11,0,8.19,11/1/2016,13277
88116,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.58,1,1.55,4.16,0,1.45,35.69,1,5.55,61.68,1.75,34.93,310.12,0,73.01,43.24,0,10.45,27.09,0,6,12/1/2016,13277
88117,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.64,1,1.57,3.87,0,1.14,41.4,1,5.44,81.96,1.48,42.84,392.44,0,80.4,53.73,0,11.49,33.99,0,6.6,1/1/2017,13277
88118,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.65,1,1.81,3.93,0,1.17,28.76,0.93,5.12,89.15,2.16,52.62,502.2,0,115.42,70.19,0,16.45,43.46,0,9.58,2/1/2017,13277
88119,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,9.96,1,1.98,3.54,0,1.14,35.61,0,4.89,97.81,0,62.87,944,0,141.9,130.52,0,20.3,82.19,0,11.56,3/1/2017,13277
88120,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.73,1,1.62,2.93,0,0.88,35.95,0,4.1,104.78,10.24,65.12,536.54,0,140.34,74.61,0,19.91,46.41,0,11.43,4/1/2017,13277
88121,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.56,1,1.4,2.83,0,0.87,40.96,0,4.73,114.92,4.37,65.03,609.29,0,150.91,85.15,0,19.88,52.52,0,9.92,5/1/2017,13277
88122,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3,1,1.2,2.59,0,0.69,33.53,0.36,5.12,115.36,0.14,53.98,539.68,16.06,188.38,71.23,2.4,24.15,31.28,1.32,11.6,6/1/2017,13277
88123,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.84,1,1.29,2.06,0,0.64,29.54,0,5.06,102.92,3.66,54.44,519.56,30.36,181.46,62.1,3.88,23.15,28.09,1.94,11.13,7/1/2017,13277
88124,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.16,1,1.28,1.29,0,0.58,23.91,0,4.12,102.52,11.27,53.21,439.32,8.1,162.28,55.4,1.41,21.14,27.75,0.71,10.2,8/1/2017,13277
88125,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.77,1,1.81,3.16,0,0.97,57.87,0,5.95,102.36,0,55.29,498.98,0,151.35,68.87,0,21.12,43.17,0,12.05,9/1/2017,13277
88126,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.76,1,1.27,4,0,1,26.94,0,3.72,89.13,4,55.65,452.48,0,78.6,62.13,0,11.23,39.17,0,5.63,10/1/2017,13277
88127,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.03,1,1.97,3.87,0,1.39,63.28,1,7.89,92,0,42.4,846.1,0,135.76,116.47,0,19.05,73.83,0,11.56,11/1/2017,13277
88128,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.52,1,1.63,3.87,0,1.31,22.61,0.93,6.01,70.94,0.21,37.11,337.17,0,92.12,46.71,0,13.04,29.27,0,7.76,12/1/2017,13277
88129,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.87,1,1.79,4.93,0,1.6,36.53,1,5.84,74.38,0.94,40.23,701.92,0,108.64,96.48,0,15.47,61,0,8.91,1/1/2018,13277
88130,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,2.64,1,1.5,3.1,0,0.98,22.98,0.87,4.46,77.67,11.65,45.3,347.71,0,108.68,48.37,0,15.83,30.31,0,8.5,2/1/2018,13277
88131,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.24,1,1.87,3.23,0,1.21,39.06,0,4.37,99.52,13.86,63.54,383.54,0,110.28,54.53,0,15.78,32.88,0,8.98,3/1/2018,13277
88132,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.51,1,1.76,3,0,0.99,25.2,0,3.91,104.77,8.07,69.98,396.35,0,117.37,55.53,0,16.81,34.21,0,9.41,4/1/2018,13277
88133,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3,1,1.32,3.16,0,0.76,18.24,0,3.85,107.75,8.86,60.76,339.52,1.04,110.48,48.45,0.17,15.87,28.37,0.06,8.46,5/1/2018,13277
