,adm2_code,iso_a2,name,code_local,region,latitude_deg,longitude_deg,dst_offset_minutes,max_carbon_monoxide_ppm_x10,min_carbon_monoxide_ppm_x10,avg_carbon_monoxide_ppm_x10,max_sulfur_dioxide_ppb,min_sulfur_dioxide_ppb,avg_sulfur_dioxide_ppb,max_nitrogen_dioxide_ppb,min_nitrogen_dioxide_ppb,avg_nitrogen_dioxide_ppb,max_ozone_ppm_x1000,min_ozone_ppm_x1000,avg_ozone_ppm_x1000,max_particulate_matter_2p5_ugpm3_x10,min_particulate_matter_2p5_ugpm3_x10,avg_particulate_matter_2p5_ugpm3_x10,max_particulate_matter_10_ugpm3,min_particulate_matter_10_ugpm3,avg_particulate_matter_10_ugpm3,max_particulate_matter_1_ugpm3,min_particulate_matter_1_ugpm3,avg_particulate_matter_1_ugpm3,date,fips
464382,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3.07,1,1.3,37.2,1.75,7.31,71.34,0.16,8.76,134.6,1.19,58.39,684.07,0,157.61,79.15,0,20.68,29.76,0,10.07,6/1/2012,48481
464383,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,1.07,1,1,20.49,1.75,6.64,28.21,0.91,7.25,78.92,0.18,35.79,640,0,242.38,76.76,0,29.68,28.87,0,10.56,7/1/2012,48481
464384,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3,1,1.13,39.68,1.75,7.1,50.65,0.91,7.62,129.77,0.65,48.42,565.61,0.55,179.03,68.94,0.07,22.06,35.51,0.07,9.37,8/1/2012,48481
464385,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3.07,1,1.34,57.05,1.75,9.97,70.07,0.91,10.2,117.92,0.26,52.31,329.4,3.37,115.29,44.97,0.84,15.48,25.85,0,8.04,9/1/2012,48481
464386,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,2.95,1,1.33,48.43,1.84,11.11,45.83,0.91,10.86,95.81,0.51,52.23,342.63,0,95.03,48.61,0,13.77,28.82,0,7.52,10/1/2012,48481
464387,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,2.95,1,1.46,54.1,1.79,12.61,58.83,0.91,13.19,83.32,0.18,41.88,275.43,0,77.77,38.5,0,11.26,24.07,0,6.2,11/1/2012,48481
464388,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,0,4.36,1,1.44,39.62,1.84,9.14,71.25,0.91,10.93,76.22,0.07,36.29,428.32,0,77.74,59.29,0,11.43,36.99,0,5.97,12/1/2012,48481
464389,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,0,5.53,1,1.67,40.75,1.84,9.45,55.54,0.91,11.72,81.71,0,35.37,491.18,0,85.41,68.46,0,12.53,42.61,0,6.67,1/1/2013,48481
464390,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,0,5.77,1,1.78,43.86,1.84,9.45,52,0.91,10.96,91.47,0.15,46.45,528.61,0,98.4,73.74,0,14.38,46.19,0,7.68,2/1/2013,48481
464391,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,0,3.16,1,1.78,38.81,1.75,8.01,76.96,0.91,9.63,104.67,1.07,61.64,426.43,0,87.44,60.94,0,12.96,36.28,0,6.68,3/1/2013,48481
464392,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,4.04,1,1.57,37.58,0.91,6.56,52.52,0.91,7.51,107.04,0,61.2,580.6,0,116.77,100,0,17.23,32.02,0,8.49,4/1/2013,48481
464393,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3,1,1.33,31.24,0.91,6.19,149.4,0.07,8.11,118.1,0.31,57.07,520.12,0,127.93,75.07,0,18.33,41.05,0,8.79,5/1/2013,48481
464394,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,2.93,1,1.06,29.89,0.91,5.63,50.94,0.91,5.85,131.04,3.29,43.61,560.93,0,173.64,68.42,0,22.49,24.18,0,8.07,6/1/2013,48481
464395,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3.11,1,1.19,29.87,1.84,6.28,43.38,0.91,6.93,130,3.12,49.6,705.02,1.35,217.02,81.61,0.16,26.85,32.36,0.08,10.83,7/1/2013,48481
464396,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3,1,1.16,37.22,1,7.83,70.26,0.07,8.34,127.87,0,50.49,666.99,0,156.24,82.81,0,20.15,28.22,0,8.72,8/1/2013,48481
464397,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3.91,1,1.14,51.9,1.84,9.46,47.79,0.07,9.34,121.22,0,49.97,330.93,0,101.01,44.95,0,13.94,25.8,0,6.94,9/1/2013,48481
464398,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,3.88,1,1.25,49.45,1.91,11.95,76.06,0.91,11.85,114.79,0,47.05,313.32,0,79.88,44.57,0,11.47,26.23,0,6.15,10/1/2013,48481
464399,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,-60,2.11,1,1.43,54.14,2.75,10.52,46.38,1.04,11.63,77.24,0,36.65,365.77,0,87.89,51.69,0,12.64,31.6,0,7.14,11/1/2013,48481
464400,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,0,2.88,1,1.61,38.01,2.75,10.15,39.89,1.91,13.01,59.51,0,23.29,293.96,0,95.16,41.94,0,13.78,25.16,0,7.69,12/1/2013,48481
464401,USA-48481,US,Wharton,48481,TX,29.274254,-96.183291,0,6.25,1,1.49,39.26,1.75,9.96,44.34,0.91,11.37,72.39,0,35.08,799.46,0,70.41,111.69,0,10.13,69.26,0,5.71,1/1/2014,48481
